X,PC1,PC2,PC3,PC4,PC5,PC6,species,fgroup
7364,-1.46677065749303,0.639082989864286,0.0171704088008098,0.84986913029918,0.176386376384821,-0.606353038709934,Betula nana,deciduous
15384,-3.4577258721554,0.662966222751826,-1.06712278913257,-0.909822701078903,1.18283818239219,0.718589344767132,Cassiope tetragona,evergreen
21166,-3.58841170920132,0.79208271349211,-0.862752125354209,-0.859525597638042,0.90307255150167,-0.176026222258808,Empetrum nigrum,evergreen
3209,-3.22158568663677,0.455522066223254,0.888208419208492,1.31677158362728,-0.0505311770204211,0.88132368346859,Rhododendron sp.,evergreen
411100,-3.27353995857428,0.284786061208686,-0.591270275014702,-0.723691155589207,0.208683808270805,-0.515585394058582,Phyllodoce caerulea,evergreen
49110,-0.932273481926594,1.70948922886909,0.880858422272943,0.730649868099495,0.0626279651288385,0.169026386068798,Salix sp.,deciduous
59210,-1.33412930012324,0.234440582404321,-0.0278039769680494,0.43531582902905003,-0.160797366015875,-0.404108001881835,Vaccinium uliginosum,deciduous
NA,-0.3940973450125779,0.5946751875560048,0.11943602622926769,0.07194599826913582,-0.03531997409421154,-0.2850178834244623,graminoids mean,graminoid
