"","PC1","PC2","PC3","PC4","PC5","PC6","species"
"139100",-0.159052447678937,1.95493477511739,0.97268539751181,-1.48509174528533,-0.480795653569617,0.42238209967688,"Carex rostrata"
"142100",-0.155622999775424,0.821997544695187,-0.637532761863415,0.960530023661563,0.375063238180736,0.0914784009567516,"Carex saxatilis"
"149100",0.606547939026268,1.03373854840617,0.252381003460021,-0.761274374330695,0.128854792630721,-0.793616786284307,"Carex vaginata"
"15384",-3.4577258721554,0.662966222751826,-1.06712278913257,-0.909822701078903,1.18283818239219,0.718589344767132,"Cassiope tetragona"
"158100",0.203787464332547,-1.30549220908429,-0.0406166980814405,0.0789743864398232,0.898577707259293,-0.199724393162769,"Cerastium arvense"
"16092",1.51206882884492,-2.71045578261826,0.168498104899153,-0.542685638968122,0.817530765453214,-0.482721794448463,"Cerastium cerastoides"
"16188",0.610513303006418,-0.880323776132596,1.37588554716143,-1.04469200166055,0.412103653446652,-0.00453506108622637,"Cerastium fontanum"
"176100",-2.14145242396781,2.60540773776998,2.8415990328483,-3.97652019667934,-1.71090618142187,0.528213454452276,"Comarum palustre"
"18375",0.993440738412799,-1.54409119831234,1.95827754023748,1.43887833644888,0.0820356620995388,0.985799789692642,"Dactylorhiza viridis"
"18879",-0.350540483774706,1.26591559329817,0.972235344501601,0.209322859314038,0.161152488401575,0.036518719109408,"Deschampsia cespitosa"
"189100",-1.0064742958327,0.0384693554051394,-0.278772464638498,0.187828543999277,0.215176978578599,-0.575705981967029,"Deschampsia flexuosa"
"19029",-3.05305202732902,-0.63239845707533,-0.655905455131656,-0.0557613920846758,0.0696518241764498,0.360043601476607,"Diapensia lapponica"
"20562",-2.65991803066959,0.490598618117185,-0.135613715604077,0.178198163205245,0.162883822621055,-0.338814941128202,"Dryas integrifolia"
"206100",-1.68078264233153,0.0685683686050607,-0.923303699686792,0.0731268670996772,-0.430746907070476,-0.266108386934513,"Dryas octopetala"
"21166",-3.58841170920132,0.79208271349211,-0.862752125354209,-0.859525597638042,0.90307255150167,-0.176026222258808,"Empetrum nigrum"
"21410",0.673575715813329,1.16836993085461,1.90407502734618,1.05617727154803,0.458250347649981,0.392149476550874,"Epilobium angustifolium"
"21735",1.47985068968443,-0.518006770401005,2.36368322191025,-1.04564533414402,-0.140444191647155,0.0861356534697602,"Epilobium palustre"
"234100",0.498611019540216,-1.72668125235951,-0.433063251400467,0.196360552858718,0.15888238410608,0.167544582392304,"Erigeron uniflorus"
"236100",-1.14816330898748,1.42709226293733,-0.0312470595986961,1.00004549738705,-0.0244937454326221,-0.249570694280593,"Eriophorum angustifolium"
"23868",0.0700044233758174,0.476433543609715,-0.114319857242266,1.24666430796578,1.48873968010786,0.31766628545537,"Eriophorum scheuchzeri"
"239100",-1.15376388171243,1.57451760205564,-0.483137694025253,0.306557537516021,0.0956944510518523,-0.0023041072235247,"Eriophorum vaginatum"
"246100",0.986971757309191,-1.63691461557439,0.673734326553195,-0.563792024388828,0.536781866223511,-0.776647412071394,"Euphrasia minima"
"25417",-1.75159468510292,0.749804299566708,0.0576147662450159,-0.107235716828705,0.242467754319837,-0.584291270246741,"Festuca ovina"
"257100",-0.241268588028533,1.21334829131544,0.338274862047949,-0.299854679812357,0.405166303624422,-0.381169207503945,"Festuca rubra"
"26239",1.51752831130011,2.61452427207974,1.43869571604877,0.255582613799919,-0.748735171359028,-0.126503786214049,"Filipendula ulmaria"
"26521",0.217894823989881,0.233465089875565,-0.637547911485605,-0.0892377775948159,0.320754982242876,2.0943697474117,"Gagea serotina"
"26613",0.361669973059346,0.355032979057306,0.703712789036138,-0.67283733987017,1.05886939280757,-0.49989863870961,"Galium boreale"
"268100",-0.183005298644242,-0.0922516622982153,0.460875845667842,-0.258351900250408,1.40928636682591,-0.900452143644973,"Galium verum"
"285100",1.73590409808089,1.92221272553539,0.510025035715574,0.4886282569983,-0.580467780747425,0.151640506436876,"Geum rivale"
"28739",-0.157080271748685,-2.14343323367654,-0.105192970042884,-0.313835215548052,-0.182227200813033,-0.70677796216523,"Gnaphalium supinum"
"2904",-4.45186498759207,-2.32346685248016,-0.255194093999867,0.757724061555178,0.0313593740893592,-0.560875321204894,"Harrimanella hypnoides"
"2985",-0.742891175577357,1.42489345109539,-0.238021105646925,0.425242046279366,0.492689269556672,0.271460684312036,"Hierochloe alpina"
"301100",2.60072831369272,-1.00128392007635,1.21645532860052,-1.39604616524327,1.2448092504537,-1.30531124468234,"Hippuris vulgaris"
"302100",-3.80474469765719,-2.51506106075035,3.10128677958165,1.23024024489477,-0.301777728673298,0.265714091194213,"Huperzia selago"
"30939",0.551222508618464,-1.742980529721,0.293108900330139,-1.29171532070951,1.64733901390938,2.44634972599113,"Juncus trifidus"
"31119",-2.59072055559884,2.47990376696649,-0.772873825547535,-1.16813099023592,1.77360955942131,-0.78546379372747,"Juniperus communis"
"31586",-1.73672150288985,0.933528983818755,-0.659434378965432,-0.0484088097080604,0.405533014392687,-0.0365140455976167,"Kobresia myosuroides"
"316100",-0.548188566345065,1.22047450701241,0.670342227624504,0.108260884137945,0.0607889117991972,0.298115255679817,"Koeleria macrantha"
"3209",-3.22158568663677,0.455522066223254,0.888208419208492,1.31677158362728,-0.0505311770204211,0.88132368346859,"Ledum palustre"
"3221",0.0217517343066109,-1.7833674962277,-1.03896040671479,-0.512460807041797,0.259128273225319,0.787185603894636,"Leucanthemopsis alpina"
"332100",-0.107838903788271,-1.36776630837348,0.845854688958687,-0.776139505969009,0.650789338149093,-1.03958886293482,"Linum catharticum"
"334100",-4.87992479310391,-0.546865029562854,0.061175126571676,0.01446066905437,-0.443988327852136,1.01272630997383,"Loiseleuria procumbens"
"33916",0.16449459213144,2.46929991667231,-1.5886941241802,-0.595216247518624,0.219231182079618,1.15097296770829,"Lupinus arcticus"
"343100",0.649326587921745,-0.19755252746238,-0.0291735149487998,0.113204981648553,0.00175943419932106,-0.407866323301405,"Luzula multiflora"
"344100",-1.72214396829265,0.567152056545464,0.153127359531049,0.461913662943815,-0.728160464407892,-0.609535099266574,"Luzula nivalis"
"34614",-0.567537509700826,-0.152232569448331,-0.12440477347767,0.0258541812390824,0.342462890130052,-0.00931600950701877,"Luzula spicata"
"34956",0.719976454955793,-1.45190060484339,-0.0405501197822651,-1.86852450177551,-1.23304480806899,-0.588831338754498,"Lysimachia europaea"
"3531",2.17463681208635,1.23443715812361,-0.0860340609825075,-0.280719169781515,-0.409693510392412,0.227275181257965,"Menyanthes trifoliata"
"3646",-1.33962494301929,-1.63257941311782,0.560945511347624,-0.40601332624972,0.859749929508381,-1.03713536740094,"Minuartia verna"
"366100",0.287878279493755,-0.247206762396212,0.303665273395324,-0.2601643289641,0.0728003885485935,-0.162376388113999,"Myosotis alpestris"
"3673",-1.54307648586739,0.963319825089166,-0.159460907384147,0.322226843262223,0.402931123905923,-0.0437821807048193,"Nardus stricta"
"371100",-1.16630949849672,-1.12937979295732,2.94659059005887,1.58823784766369,-1.31302720987167,0.554305897920193,"Orthilia secunda"
"373100",1.76240959666584,-0.552840396347304,-0.454538255674738,-0.00438954146110161,0.739477111597824,0.781188974043723,"Oxyria digyna"
"37684",0.783345414655319,0.581207349475861,-1.63713796445397,1.29648615983602,0.396977399996432,0.00789932208684463,"Oxytropis maydelliana"
"382100",-0.414927439035128,-0.357627595726559,0.531494829543569,1.68877089710118,0.391487127852379,0.102244635614647,"Papaver radicatum"
"383100",0.647940516376168,-1.31463900902648,1.22209238186467,-0.200388634307705,-0.366562611976788,0.315502821961324,"Parnassia palustris"
"40443",0.961662691357686,1.09142856953516,-1.13601547994842,0.274102065502601,0.305870127498088,0.246001668493865,"Persicaria bistorta"
"405100",0.302063471211148,-0.0183528719473131,-1.14939065525345,0.295824395851596,0.501436718429503,-0.137798314679764,"Persicaria vivipara"
"40670",0.974636105003291,0.850856928553827,0.0215787564274884,0.538654105171326,-0.501815708359886,1.05569996479661,"Petasites frigidus"
"408100",0.140620966540273,0.519191602349556,0.179417866820179,0.462658545542905,-0.207674648138697,-0.481250777883571,"Phleum alpinum"
"40958",0.366368013673079,1.48193279410149,1.08950021678805,0.363851002568795,0.0963653902663548,-0.748411077907096,"Phleum pratense"
"411100",-3.27353995857428,0.284786061208686,-0.591270275014702,-0.723691155589207,0.208683808270805,-0.515585394058582,"Phyllodoce caerulea"
"41340",1.56471311464005,-2.85323374690928,1.86128919146479,-1.43757279059797,-0.487074942421448,1.10312021063565,"Pinguicula vulgaris"
"416100",-0.178303891560435,0.50757290302373,0.503845528345214,0.00166938371389488,0.241272286812181,-0.558029479299678,"Poa alpina"
"417100",1.64900010947582,-1.65232703088164,-0.0633391255888816,0.31080402089104,-0.0388810438872061,-0.840268968877048,"Poa annua"
"421100",-1.57282775208029,0.528062342665413,1.60200929377659,-2.6461073006543,-0.610780645546722,-0.384363553446186,"Poa glauca"
"422100",0.072325125973459,1.13746187519329,0.869483892667533,0.475699087239742,0.0843945892963478,-0.407906722530152,"Poa pratensis"
"428100",0.915920439767577,0.811927207736904,-0.196303286970775,0.413147842661409,-0.636695265945169,-0.0963627343221813,"Potentilla anserina"
"432100",-0.0783860998746727,-0.34439033397186,-0.774476875538927,0.74170584001693,-0.34677189147076,-0.0943926500321273,"Potentilla crantzii"
"458100",-0.936854541225727,-1.2720279864958,2.10646913061044,0.862324626807583,-1.27310956432526,0.437296027245141,"Pyrola minor"
"460100",1.73564326739314,0.752125201855507,0.180548080881749,-0.207444323461535,0.421880610271419,-0.0963707873763546,"Ranunculus acris"
"46510",1.71620584266695,0.338907317193227,-0.0115745351466465,-0.192766766588539,-0.0831298116036758,-0.165025874800843,"Ranunculus montanus"
"47010",1.78755925597347,0.0228747304008153,-0.351406082971126,-0.431090849995671,1.26247136188325,-0.104225277654427,"Rhinanthus minor"
"47410",-2.279678982235,-0.228925228126358,0.883664293695995,0.852157398572924,0.567872089381469,0.643923048732092,"Rhododendron lapponicum"
"47610",0.379167912274148,1.37067108971613,-1.69835277773107,-0.248414302543472,-0.721808874954036,0.099198533803566,"Rubus chamaemorus"
"47810",2.83206803339359,-0.210638729706052,0.308735435183341,-0.207084191846351,0.470578128526778,0.547329037810767,"Rumex acetosa"
"48610",-1.56018874724154,-0.713599373387161,-0.248487551662141,1.29589077564193,-1.15258496231743,0.369446986887483,"Salix arctica"
"49110",-0.932273481926594,1.70948922886909,0.880858422272943,0.730649868099495,0.0626279651288385,0.169026386068798,"Salix glauca"
"49310",-1.06418354079133,-1.19572820286367,-1.47845260052018,0.805117130994799,-1.02139101665017,-0.124367441647369,"Salix herbacea"
"49510",0.389375761621719,1.26413699823421,0.670701339031874,1.63460872152831,0.575655952515471,-0.0629672692083609,"Salix lanata"
"50310",-1.64381954059041,-1.56617719812959,0.201736626884511,1.84390530871494,-0.535067081638105,-0.115744854353461,"Salix polaris"
"50510",-1.2686143782572,0.448705076633217,-0.890374390246657,0.650251786120557,-0.831106986731202,0.365133791081053,"Salix reticulata"
"51310",0.163165552566958,0.77336065668707,0.0802753760211808,-1.68795539202123,-0.46554834453696,0.560312291637209,"Saussurea alpina"
"51610",-0.965809856955256,-1.50824154664533,0.728227225056043,-0.621323245402511,0.596697188748718,0.583856965290221,"Saxifraga aizoides"
"52710",-1.81722407664773,-2.24352724058851,-0.673345329247657,-0.433170265948007,0.313149891418039,-0.157599985579257,"Saxifraga oppositifolia"
"53210",1.19678156536825,-0.364815147158819,0.340655522267618,-0.970602570255191,0.248545022417369,0.0413467446137422,"Scorzoneroides autumnalis"
"53610",1.64647676729014,-1.72074931781707,0.187808900477219,-0.62090682238791,0.83995048700496,1.01915942325187,"Sedum roseum"
"54310",-0.179604021861133,1.23890270434653,-0.281359402591283,-0.461924828459957,0.174133665611946,0.138414918750534,"Sesleria caerulea"
"54410",-0.277311499320558,-0.672303185399971,-1.26208476619635,0.621732325829183,-0.754195322563651,-0.238297874627208,"Sibbaldia procumbens"
"54610",-0.866168376446992,-3.36341335996856,-1.54558585566008,-1.52524439093188,-0.559818164223277,0.0951781536960514,"Silene acaulis"
"55110",-0.345415806083,-1.29478542655239,-0.472808234419721,-0.345071584570526,-0.475859530192147,-0.0766723876066816,"Soldanella pusilla"
"55410",1.56429078164821,-0.479083684429368,-0.247481178666657,0.0520066966852758,-1.03631263909144,0.0783876453842205,"Solidago virgaurea"
"55510",0.794538830903692,-0.731219412959131,0.401469369871992,-1.01739647089721,0.987260769869069,0.935293335349822,"Spergula arvensis"
"55810",2.73188398327039,-1.47766236595191,0.505269350298544,-0.194954204127895,0.836019884381487,-0.397412384420355,"Stellaria media"
"56410",1.36655047953231,-1.21674212112576,-0.55971446922454,-0.21634336932256,-0.427962840455489,0.389534976715323,"Taraxacum alpinum"
"56510",2.18266844980293,0.232087000186976,0.370631344895285,-0.0871101698568087,-0.209650653551196,0.369603141233941,"Taraxacum campylodes"
"57210",1.02209738269803,-0.854937086080791,-1.24747729167655,0.937082105134779,0.4357370662742,-0.524632107245258,"Thalictrum alpinum"
"57410",-1.39426206361014,-1.15891369756578,-0.063788962798533,-0.161269177110345,0.360908152973032,-0.56128673928873,"Thymus praecox"
"57610",-1.46133702938722,-0.815609229827833,0.77441295092341,0.132626914125945,-0.237110977273533,-0.184671668908712,"Tofieldia pusilla"
"58510",1.91387591577285,-0.404872426946089,-0.118439837247771,0.733417611581838,0.395971950200691,-0.507576594664925,"Trifolium repens"
"58710",1.46723096471528,1.492286896658,0.718764323095155,-0.329452949976737,-0.50253880932321,0.369105015495832,"Trollius europaeus"
"59110",-0.838871987449853,-0.0700600178369511,0.130156785450529,-0.0532596599678948,-0.627479823441975,-0.855378320239771,"Vaccinium myrtillus"
"59210",-1.33412930012324,0.234440582404321,-0.0278039769680494,0.43531582902905,-0.160797366015875,-0.404108001881835,"Vaccinium uliginosum"
"59310",-3.00406741669988,0.439440278602435,-0.616913459488938,-0.242937871252636,-0.547844015993422,0.447806475659793,"Vaccinium vitis-idaea"
"59810",0.274353470796893,-1.75408037898216,0.682153044824874,-0.10548320211913,-0.00120534415954576,-0.190052119836063,"Veronica alpina"
"60210",2.12934205002713,1.71517732082396,-0.695147748466818,0.0371152783364722,0.985211005155056,-0.814462214829817,"Vicia cracca"
"60410",2.20922402538817,-2.57017738491464,-0.441728674237871,0.111473183443138,-0.775438145291283,-0.732948173086965,"Viola biflora"
"318100",-0.602989779808935,1.98187155183819,-0.976497963344184,-0.484139977736146,-0.0027030507610149,0.494990079557645,"Lagotis minor"
"278100",0.237849205076792,-0.822341880788141,0.625426312922112,-0.245329482707655,0.199363461514426,-0.305251630364353,"Gentianella amarella"
"14164",-0.626053492866475,0.243160075057693,-0.785119831527369,0.211237056129709,-0.868132470570613,0.20526794448173,"Alchemilla caucasica"
"1928",-0.0986639498778189,0.794224041537257,1.61525144567237,0.675116832000355,-0.317600423199921,0.127336176196875,"Anaphalis margaritacea"
"26178",1.20738331905821,1.57035611760816,-0.625737514270068,-0.386670106406882,-0.0939070493932243,0.248016450652234,"Anemone alpina"
"3731",0.343678264207629,-0.556599660039026,-0.495463231536509,-0.286287154344678,0.448919279934861,0.792683106534958,"Anthemis cretica"
"4048",4.14545436074394,1.95667642609216,0.767481353593019,-0.197670903998652,-0.310674714139472,0.105468888990249,"Anthriscus sylvestris"
"42580",1.4139488337232,0.592860219629828,-0.695282218312786,-0.362247092649345,0.754773495468227,0.303592874726881,"Anthyllis vulneraria"
"65100",0.141912143468999,-0.19483250897264,-0.784961738518626,0.400406765207545,0.0708123264775617,-0.222486973060655,"Aster alpinus"
"7081",0.456830666555228,-0.541845211889644,0.0276831416362874,-0.656896177456913,0.25530094984664,1.23655979490484,"Beckwithia glacialis"
"76100",0.107368009171586,0.74409813365561,0.0723586965013318,0.288818217780907,0.228721243858672,-0.051698470760608,"Blysmus compressus"
"8130",0.212302659865753,1.05836895895907,-1.0006456370184,0.0900723244440246,-0.342827836895667,-0.208736241772331,"Bromus variegatus"
"90100",0.737671684971187,-0.9457320535522,-0.537250136089972,0.991560076760947,-0.662544994586146,0.655922010666287,"Campanula collina"
"9588",0.00244589266653272,-1.08866849294143,-1.2443524355492,0.738942871150438,-0.331505052004353,0.257800377798882,"Campanula tridentata"
"13091",-0.539937291097149,-1.23509867099574,-0.876493114579108,0.563515637602109,-0.961925395491107,-0.161175588970646,"Carex oreophila"
"14564",-0.701261142037727,1.15444987077493,-0.301634894742596,0.234431001500396,-0.0663470052020579,-0.218130977149327,"Carex sempervirens"
"14876",-0.0447740922161359,0.982492516815916,0.656230535641247,-0.264674073417084,-0.43918591460139,-0.577170428085056,"Carex umbrosa"
"150100",0.419002542277586,0.221988517350375,-1.35782268046331,0.564940739034019,-0.256023235028293,0.572304149611453,"Carum caucasicum"
"151100",0.866579819588179,-0.32823816107746,-1.26610584670586,0.183197196204259,-0.296738916835399,0.121426236039376,"Carum meifolium"
"16454",1.42309958733336,-2.87932626313097,-0.422826694662734,-0.676138795490081,-0.0204865105630442,-0.248437978830265,"Cerastium uniflorum"
"1743",1.20762765197197,-1.1982627232548,-1.07646789065274,0.773998403441617,-0.301901723560821,-0.420956691219529,"Colpodium ponticum"
"175100",0.135188848162499,-0.539893219799152,-1.20469590968631,0.548257738405134,-0.634568461200415,-0.169763581313934,"Colpodium variegatum"
"226100",-0.922031981679803,-0.578173351515997,-0.493080464823034,-0.232499860849395,-0.0985564374466426,0.0227271889705526,"Eremogone lychnidea"
"227100",-2.70846460461474,-0.422227049295214,0.372120721106406,-0.571560647074648,0.958770160460006,-0.203167786870909,"Erica herbacea"
"228100",0.12253246080736,-0.939079808503646,-0.185865567871225,0.110603055506874,-0.364130291929579,0.0893162086578144,"Erigeron alpinus"
"252100",-1.01303935158298,0.338647424156149,-0.844129644068142,0.440400397121463,-0.0429040037095879,-0.305451274269995,"Festuca brunnescens"
"253100",-1.96425856180127,0.170381750430556,-0.912668183598428,-0.938933981811639,0.209366823426997,-0.327060691633129,"Festuca halleri"
"25812",-0.769535100899759,-0.357876531375693,-1.20026857998401,-0.0813794256079801,-0.372895534191653,-0.968240981256737,"Festuca subverticillata"
"259100",-1.6304790191084,2.15980702264547,-0.706579711174141,0.654245379701819,0.622961814930654,0.652728592241969,"Festuca varia"
"274100",-1.18024331822185,-1.73799106274736,-0.455214719960905,-0.446327511138269,-0.388783987602615,0.110676344167361,"Gentiana pyrenaica"
"275100",0.879695284324159,-1.06998199613672,0.327088517414959,0.496673914868688,0.0529972375349723,-0.123859285533176,"Gentiana septemfida"
"27771",-1.20540968609657,-0.777656907860363,0.454478792907342,-0.434729843396073,-0.225546749460083,0.470315377796274,"Gentiana verna"
"279100",0.90108190392529,-0.879360278794125,1.01791445994335,-0.0284307607078504,0.184739018177993,-0.0697535579156472,"Gentianella biebersteinii"
"28229",1.47354567329664,1.47308890242365,-1.40028037152431,0.126075557825936,0.0334393315654546,-0.0940526876227844,"Geranium gymnocaulon"
"283100",1.65946883986023,1.67322159902266,-0.30161181527509,-0.546897164476626,-0.332584426980376,-0.374360657056024,"Geranium sylvaticum"
"288100",1.22082888683066,-0.806497340224781,2.64239170891271,0.786415430780314,0.232208002823491,1.52126407898056,"Gymnadenia conopsea"
"292100",2.53771702419674,0.771908343968696,-1.28404423718804,0.377496608524187,-0.0876458691677944,-0.353622677439014,"Hedysarum caucasicum"
"2945",-0.715323941481415,0.907168432379427,-0.801913398519203,-0.204910011164126,-0.0816247933919814,-0.131366561265611,"Helictotrichon versicolor"
"321100",1.7161883948875,-0.155307086484149,-0.164036662936573,-0.637281933084205,-0.108708313305001,0.365278687841947,"Leontodon hispidus"
"3286",1.12774039813645,0.214835796244756,-1.54306704998624,0.162219250237909,-0.184304448545155,-0.196672799212765,"Ligusticum mutellina"
"331100",-0.949977512336379,-0.380467269702531,-0.575424406748037,-1.57392930265204,-0.920087411953743,-0.757506256000443,"Linnaea borealis"
"33618",1.06965705333552,1.87743817728567,-0.325542401106392,-0.499828701626936,0.968379352014539,0.680000134472839,"Lomelosia caucasica"
"350100",1.21441595326214,-1.06031056065082,-0.042008283834767,-0.855232217148365,-0.282875354648706,0.188618654434864,"Matricaria breviradiata"
"357100",-0.786310408212243,-2.71575739268623,-1.11857635037559,-0.309376939978743,-0.840312202794158,0.712299584155347,"Minuartia aizoides"
"360100",-0.677396804185059,-1.60571738375389,-1.61471108343538,0.293397661882046,0.675298581254075,0.226707501750527,"Minuartia circassica"
"372100",3.12193816333233,-1.44361133887766,0.193289873035007,-1.15556074177227,-0.731534311095469,-0.906993893208636,"Oxalis acetosella"
"39794",0.673065226521712,-1.38724780522872,-0.788670915238313,-0.207486027506082,-1.01895459153276,0.198570214672298,"Pedicularis nordmanniana"
"412100",-0.460559853871243,-1.18025765566673,-0.1006748442782,0.554727717934351,0.404075129638483,0.02721076220874,"Phyteuma hemisphaericum"
"41580",0.40119017510132,1.17193303728777,-0.867395815693574,-0.467809239425305,0.0100465972291783,0.814102605375191,"Plantago atrata"
"424100",1.2157323631464,0.0277974174903029,-1.45732173262903,-0.242376327935854,0.193033795475561,0.158406283137619,"Podospermum canum"
"429100",0.0316035567327374,-0.569393085428827,-0.719751920455268,0.558432285973215,-0.792273226880598,-0.314284877910415,"Potentilla aurea"
"43440",0.578531205761754,0.061251126271287,0.38768587095109,0.138632434528404,-0.0682395597527811,-0.61070061844221,"Potentilla erecta"
"43635",0.861488747966399,-0.000851561843894844,-0.202914826417434,1.1557968473539,-0.192547393279716,0.0763113412510295,"Potentilla grandiflora"
"456100",1.56966285370544,1.65357761336245,-0.94305357248254,0.409463177012498,-0.667255708808479,0.332383698703032,"Pulsatilla aurea"
"46710",0.736470700431332,-0.274049232779247,-1.02936164149456,-0.0242186408243889,-0.094880651897017,0.399813946924176,"Ranunculus oreophilus"
"47310",-0.833658416226769,1.55379384232459,1.26352532924418,1.30872233874494,-0.0459718245941783,1.45700791449597,"Rhododendron caucasicum"
"47710",1.51500419588356,2.00546241632468,-0.419796669301882,-0.91780668634695,-0.997838374137353,-0.598486310230411,"Rubus saxatilis"
"47910",3.18234944052035,-0.233694055624436,0.00439325014400144,0.335318096017664,-0.0939226375586253,0.447614338122715,"Rumex alpestris"
"49610",0.218404885892303,1.31241172237803,0.902114820823631,0.828983957790004,0.802121478880215,0.0890114722733274,"Salix lapponum"
